2019-10-28 17:30:23,896 INFO  Logger.cs: 70 - 
2019-10-28 17:38:53,493 INFO  ExportHelperExtension.cs: 1142 - Found 28 in body-1
2019-10-28 17:38:53,493 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in body-1
2019-10-28 17:38:53,494 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from wheel-1
2019-10-28 17:38:53,494 INFO  ExportHelperExtension.cs: 1142 - Found 24 in wheel-1
2019-10-28 17:38:53,494 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in wheel-1
2019-10-28 17:38:53,495 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from wheel-3
2019-10-28 17:38:53,495 INFO  ExportHelperExtension.cs: 1142 - Found 24 in wheel-3
2019-10-28 17:38:53,495 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in wheel-3
2019-10-28 17:38:53,496 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from wheel-2
2019-10-28 17:38:53,496 INFO  ExportHelperExtension.cs: 1142 - Found 24 in wheel-2
2019-10-28 17:38:53,497 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in wheel-2
2019-10-28 17:38:53,733 INFO  SwAddin.cs: 316 - Loading config tree
2019-10-28 17:38:53,738 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2019-10-28 17:38:53,741 INFO  SwAddin.cs: 321 - Showing property manager
2019-10-28 17:38:58,185 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-10-28 17:38:58,565 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-10-28 17:38:58,950 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-10-28 17:39:15,876 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-10-28 17:39:31,988 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-10-28 17:40:02,974 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2019-10-28 17:40:03,150 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-10-28 17:40:08,019 INFO  SwAddin.cs: 271 - Assembly export called for file car
2019-10-28 17:40:08,019 INFO  SwAddin.cs: 276 - Save is required
2019-10-28 17:40:08,020 INFO  SwAddin.cs: 290 - Saving assembly
2019-10-28 17:40:08,206 INFO  SwAddin.cs: 293 - Opening property manager
2019-10-28 17:40:08,207 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from car
2019-10-28 17:40:08,207 INFO  ExportHelperExtension.cs: 1142 - Found 32 in car
2019-10-28 17:40:08,208 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in car
2019-10-28 17:40:08,208 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2019-10-28 17:40:08,208 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2019-10-28 17:40:08,209 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from body-1
2019-10-28 17:40:08,209 INFO  ExportHelperExtension.cs: 1142 - Found 28 in body-1
2019-10-28 17:40:08,209 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in body-1
2019-10-28 17:40:08,210 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel-1
2019-10-28 17:40:08,210 INFO  ExportHelperExtension.cs: 1142 - Found 24 in wheel-1
2019-10-28 17:40:08,211 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel-1
2019-10-28 17:40:08,211 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel-3
2019-10-28 17:40:08,211 INFO  ExportHelperExtension.cs: 1142 - Found 24 in wheel-3
2019-10-28 17:40:08,212 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel-3
2019-10-28 17:40:08,212 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel-2
2019-10-28 17:40:08,213 INFO  ExportHelperExtension.cs: 1142 - Found 24 in wheel-2
2019-10-28 17:40:08,213 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel-2
2019-10-28 17:40:08,213 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from car
2019-10-28 17:40:08,214 INFO  ExportHelperExtension.cs: 1142 - Found 32 in car
2019-10-28 17:40:08,214 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in car
2019-10-28 17:40:08,215 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2019-10-28 17:40:08,215 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2019-10-28 17:40:08,215 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from body-1
2019-10-28 17:40:08,216 INFO  ExportHelperExtension.cs: 1142 - Found 28 in body-1
2019-10-28 17:40:08,216 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in body-1
2019-10-28 17:40:08,216 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from wheel-1
2019-10-28 17:40:08,217 INFO  ExportHelperExtension.cs: 1142 - Found 24 in wheel-1
2019-10-28 17:40:08,217 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in wheel-1
2019-10-28 17:40:08,218 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from wheel-3
2019-10-28 17:40:08,218 INFO  ExportHelperExtension.cs: 1142 - Found 24 in wheel-3
2019-10-28 17:40:08,218 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in wheel-3
2019-10-28 17:40:08,219 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from wheel-2
2019-10-28 17:40:08,219 INFO  ExportHelperExtension.cs: 1142 - Found 24 in wheel-2
2019-10-28 17:40:08,219 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in wheel-2
2019-10-28 17:40:08,417 INFO  SwAddin.cs: 316 - Loading config tree
2019-10-28 17:40:08,420 INFO  Serialization.cs: 275 - URDF Configuration found
